match_id,season,team,playing_xi
1216527,2020/21,Rajasthan Royals,"['JC Buttler', 'SPD Smith', 'SV Samson', 'R Tewatia', 'RV Uthappa', 'JC Archer', 'R Parag', 'TK Curran', 'S Gopal', 'AS Rajpoot', 'JD Unadkat']"
548308,2012,Mumbai Indians,"['RE Levi', 'AT Rayudu', 'RG Sharma', 'JEC Franklin', 'KD Karthik', 'SA Yadav', 'KA Pollard', 'Harbhajan Singh', 'SL Malinga', 'PP Ojha', 'MM Patel']"
548308,2012,Pune Warriors,"['MK Pandey', 'SC Ganguly', 'WD Parnell', 'RV Uthappa', 'CJ Ferguson', 'SPD Smith', 'MN Samuels', 'B Kumar', 'M Kartik', 'R Sharma', 'AB Dinda']"
598010,2013,Delhi Daredevils,"['DA Warner', 'V Sehwag', 'DPMD Jayawardene', 'MC Juneja', 'J Botha', 'IK Pathan', 'KM Jadhav', 'M Morkel', 'S Nadeem', 'UT Yadav', 'S Kaul']"
598010,2013,Sunrisers Hyderabad,"['PA Reddy', 'PA Patel', 'KC Sangakkara', 'GH Vihari', 'CL White', 'NLTC Perera', 'A Ashish Reddy', 'A Mishra', 'DW Steyn', 'I Sharma', 'Anand Rajan']"
419120,2009/10,Deccan Chargers,"['MD Mishra', 'AC Gilchrist', 'HH Gibbs', 'A Symonds', 'RG Sharma', 'TL Suman', 'Y Venugopal Rao', 'WPUJC Vaas', 'R Sharma', 'PP Ojha', 'RP Singh']"
419120,2009/10,Delhi Daredevils,"['DA Warner', 'V Sehwag', 'AB de Villiers', 'KD Karthik', 'M Manhas', 'MC Henriques', 'Y Nagar', 'A Mishra', 'UT Yadav', 'S Ladda', 'DP Nannes']"
1082640,2017,Gujarat Lions,"['DR Smith', 'Ishan Kishan', 'SK Raina', 'KD Karthik', 'AJ Finch', 'RA Jadeja', 'JP Faulkner', 'DS Kulkarni', 'PJ Sangwan', 'Basil Thampi', 'Ankit Soni']"
1082640,2017,Delhi Daredevils,"['SV Samson', 'KK Nair', 'RR Pant', 'SS Iyer', 'MN Samuels', 'CJ Anderson', 'CR Brathwaite', 'PJ Cummins', 'Mohammed Shami', 'A Mishra', 'Z Khan']"
501222,2011,Kolkata Knight Riders,"['JH Kallis', 'BJ Haddin', 'G Gambhir', 'YK Pathan', 'EJG Morgan', 'MK Tiwary', 'Shakib Al Hasan', 'R Bhatia', 'Iqbal Abdulla', 'JD Unadkat', 'L Balaji']"
501222,2011,Royal Challengers Bangalore,"['TM Dilshan', 'CH Gayle', 'V Kohli', 'AB de Villiers', 'SS Tiwary', 'CA Pujara', 'Z Khan', 'AUK Pathan', 'DL Vettori', 'S Aravind', 'J Syed Mohammad']"
1178402,2019,Mumbai Indians,"['RG Sharma', 'Q de Kock', 'SA Yadav', 'KA Pollard', 'HH Pandya', 'Ishan Kishan', 'KH Pandya', 'AS Joseph', 'RD Chahar', 'JP Behrendorff', 'JJ Bumrah']"
1178402,2019,Rajasthan Royals,"['AM Rahane', 'JC Buttler', 'SV Samson', 'SPD Smith', 'RA Tripathi', 'LS Livingstone', 'S Gopal', 'K Gowtham', 'JC Archer', 'JD Unadkat', 'DS Kulkarni']"
1304101,2022,Chennai Super Kings,"['RD Gaikwad', 'DP Conway', 'S Dube', 'AT Rayudu', 'MS Dhoni', 'MM Ali', 'RV Uthappa', 'DJ Bravo', 'Simarjeet Singh', 'M Theekshana', 'Mukesh Choudhary']"
1304101,2022,Delhi Capitals,"['DA Warner', 'KS Bharat', 'MR Marsh', 'RR Pant', 'R Powell', 'RV Patel', 'AR Patel', 'SN Thakur', 'Kuldeep Yadav', 'A Nortje', 'KK Ahmed']"
734037,2014,Kolkata Knight Riders,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'YK Pathan', 'RN ten Doeschate', 'Shakib Al Hasan', 'SA Yadav', 'R Vinay Kumar', 'M Morkel', 'UT Yadav', 'SP Narine']"
734037,2014,Sunrisers Hyderabad,"['DA Warner', 'S Dhawan', 'NV Ojha', 'Y Venugopal Rao', 'DJG Sammy', 'S Anirudha', 'JO Holder', 'KV Sharma', 'Parvez Rasool', 'DW Steyn', 'B Kumar']"
598047,2013,Rajasthan Royals,"['R Dravid', 'AM Rahane', 'SR Watson', 'BJ Hodge', 'STR Binny', 'SV Samson', 'JP Faulkner', 'Sachin Baby', 'KK Cooper', 'A Chandila', 'SK Trivedi']"
598047,2013,Pune Warriors,"['RV Uthappa', 'AJ Finch', 'Yuvraj Singh', 'MR Marsh', 'AD Mathews', 'M Rawat', 'UA Birla', 'B Kumar', 'WD Parnell', 'K Upadhyay', 'R Sharma']"
829705,2015,Kolkata Knight Riders,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'SA Yadav', 'YK Pathan', 'Shakib Al Hasan', 'AD Russell', 'PP Chawla', 'SP Narine', 'UT Yadav', 'M Morkel']"
829705,2015,Mumbai Indians,"['RG Sharma', 'AJ Finch', 'AP Tare', 'AT Rayudu', 'CJ Anderson', 'KA Pollard', 'Harbhajan Singh', 'SL Malinga', 'R Vinay Kumar', 'JJ Bumrah', 'PP Ojha']"
1082617,2017,Kolkata Knight Riders,"['SP Narine', 'G Gambhir', 'RV Uthappa', 'MK Pandey', 'YK Pathan', 'SA Yadav', 'C de Grandhomme', 'CR Woakes', 'NM Coulter-Nile', 'UT Yadav', 'Kuldeep Yadav']"
1082617,2017,Royal Challengers Bangalore,"['CH Gayle', 'V Kohli', 'Mandeep Singh', 'AB de Villiers', 'KM Jadhav', 'STR Binny', 'P Negi', 'S Badree', 'TS Mills', 'S Aravind', 'YS Chahal']"
1136605,2018,Delhi Daredevils,"['PP Shaw', 'JJ Roy', 'SS Iyer', 'RR Pant', 'V Shankar', 'Abhishek Sharma', 'HV Patel', 'A Mishra', 'S Lamichhane', 'CJ Dala', 'TA Boult']"
1136605,2018,Royal Challengers Bangalore,"['PA Patel', 'MM Ali', 'V Kohli', 'AB de Villiers', 'Mandeep Singh', 'SN Khan', 'C de Grandhomme', 'TG Southee', 'UT Yadav', 'Mohammed Siraj', 'YS Chahal']"
980963,2016,Kolkata Knight Riders,"['RV Uthappa', 'G Gambhir', 'YK Pathan', 'AD Russell', 'MK Pandey', 'SA Yadav', 'Shakib Al Hasan', 'GB Hogg', 'PP Chawla', 'M Morkel', 'UT Yadav']"
980963,2016,Kings XI Punjab,"['M Vijay', 'MP Stoinis', 'M Vohra', 'WP Saha', 'GJ Maxwell', 'DA Miller', 'Gurkeerat Singh', 'AR Patel', 'Swapnil Singh', 'MM Sharma', 'Sandeep Sharma']"
1370352,2023,Gujarat Titans,"['J Little', 'WP Saha', 'Shubman Gill', 'B Sai Sudharsan', 'HH Pandya', 'Rashid Khan', 'DA Miller', 'R Tewatia', 'V Shankar', 'Noor Ahmad', 'Mohammed Shami', 'MM Sharma']"
1370352,2023,Mumbai Indians,"['Ishan Kishan', 'Akash Madhwal', 'RG Sharma', 'N Wadhera', 'C Green', 'SA Yadav', 'Tilak Varma', 'Vishnu Vinod', 'TH David', 'CJ Jordan', 'PP Chawla', 'K Kartikeya', 'JP Behrendorff']"
1254095,2021,Sunrisers Hyderabad,"['JJ Roy', 'Abhishek Sharma', 'KS Williamson', 'PK Garg', 'Abdul Samad', 'WP Saha', 'JO Holder', 'Rashid Khan', 'B Kumar', 'S Kaul', 'Umran Malik']"
1254095,2021,Royal Challengers Bangalore,"['V Kohli', 'D Padikkal', 'DT Christian', 'KS Bharat', 'GJ Maxwell', 'AB de Villiers', 'Shahbaz Ahmed', 'GHS Garton', 'HV Patel', 'Mohammed Siraj', 'YS Chahal']"
1359480,2023,Chennai Super Kings,"['TU Deshpande', 'RD Gaikwad', 'DP Conway', 'S Dube', 'MM Ali', 'BA Stokes', 'AT Rayudu', 'RA Jadeja', 'MS Dhoni', 'MJ Santner', 'DL Chahar', 'RS Hangargekar']"
1359480,2023,Lucknow Super Giants,"['Avesh Khan', 'KL Rahul', 'KR Mayers', 'DJ Hooda', 'KH Pandya', 'MP Stoinis', 'N Pooran', 'A Badoni', 'K Gowtham', 'MA Wood', 'Yash Thakur', 'Ravi Bishnoi']"
597998,2013,Kolkata Knight Riders,"['MS Bisla', 'G Gambhir', 'JH Kallis', 'MK Tiwary', 'EJG Morgan', 'YK Pathan', 'LR Shukla', 'R Bhatia', 'B Lee', 'SP Narine', 'L Balaji']"
597998,2013,Delhi Daredevils,"['UBT Chand', 'DA Warner', 'DPMD Jayawardene', 'MC Juneja', 'NV Ojha', 'J Botha', 'IK Pathan', 'AD Russell', 'S Nadeem', 'A Nehra', 'UT Yadav']"
829713,2015,Kolkata Knight Riders,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'SA Yadav', 'YK Pathan', 'AD Russell', 'Shakib Al Hasan', 'PP Chawla', 'SP Narine', 'KC Cariappa', 'M Morkel']"
829713,2015,Royal Challengers Bangalore,"['CH Gayle', 'V Kohli', 'KD Karthik', 'Mandeep Singh', 'AB de Villiers', 'DJG Sammy', 'SA Abbott', 'HV Patel', 'AN Ahmed', 'YS Chahal', 'VR Aaron']"
548349,2012,Rajasthan Royals,"['R Dravid', 'AM Rahane', 'SR Watson', 'OA Shah', 'BJ Hodge', 'AL Menaria', 'SP Goswami', 'AA Chavan', 'GB Hogg', 'A Singh', 'Pankaj Singh']"
548349,2012,Delhi Daredevils,"['DPMD Jayawardene', 'V Sehwag', 'KP Pietersen', 'LRPL Taylor', 'Y Nagar', 'NV Ojha', 'IK Pathan', 'P Negi', 'M Morkel', 'S Nadeem', 'UT Yadav']"
598051,2013,Sunrisers Hyderabad,"['PA Patel', 'S Dhawan', 'KC Sangakkara', 'GH Vihari', 'DJG Sammy', 'NLTC Perera', 'KV Sharma', 'A Mishra', 'DW Steyn', 'I Sharma', 'A Ashish Reddy']"
598051,2013,Chennai Super Kings,"['MEK Hussey', 'M Vijay', 'SK Raina', 'MS Dhoni', 'RA Jadeja', 'S Badrinath', 'DJ Bravo', 'CH Morris', 'R Ashwin', 'JO Holder', 'MM Sharma']"
419161,2009/10,Kolkata Knight Riders,"['SC Ganguly', 'BB McCullum', 'DJ Hussey', 'MK Tiwary', 'AD Mathews', 'CA Pujara', 'WP Saha', 'JD Unadkat', 'M Kartik', 'AB Dinda', 'SE Bond']"
419161,2009/10,Mumbai Indians,"['AP Tare', 'S Dhawan', 'SS Tiwary', 'JP Duminy', 'R Sathish', 'DJ Bravo', 'AT Rayudu', 'STR Binny', 'R McLaren', 'AG Murtaza', 'CRD Fernando']"
1082601,2017,Kolkata Knight Riders,"['SP Narine', 'G Gambhir', 'RV Uthappa', 'MK Pandey', 'YK Pathan', 'SA Yadav', 'CR Woakes', 'C de Grandhomme', 'PP Chawla', 'UT Yadav', 'TA Boult']"
1082601,2017,Kings XI Punjab,"['HM Amla', 'M Vohra', 'MP Stoinis', 'GJ Maxwell', 'DA Miller', 'WP Saha', 'AR Patel', 'MM Sharma', 'VR Aaron', 'Sandeep Sharma', 'I Sharma']"
336019,2007/08,Kings XI Punjab,"['SE Marsh', 'JR Hopes', 'Yuvraj Singh', 'LA Pomersbach', 'KC Sangakkara', 'RR Powar', 'PP Chawla', 'IK Pathan', 'VRV Singh', 'S Sreesanth', 'WA Mota']"
336019,2007/08,Rajasthan Royals,"['M Kaif', 'NK Patel', 'Younis Khan', 'SR Watson', 'YK Pathan', 'Kamran Akmal', 'M Rawat', 'D Salunkhe', 'Pankaj Singh', 'SK Trivedi', 'MM Patel']"
501263,2011,Mumbai Indians,"['TL Suman', 'SR Tendulkar', 'AT Rayudu', 'RG Sharma', 'KA Pollard', 'JEC Franklin', 'Harbhajan Singh', 'A Symonds', 'DS Kulkarni', 'MM Patel', 'SL Malinga']"
501263,2011,Rajasthan Royals,"['SR Watson', 'R Dravid', 'J Botha', 'AL Menaria', 'AM Rahane', 'LRPL Taylor', 'PR Shah', 'AA Chavan', 'SK Warne', 'A Singh', 'SK Trivedi']"
1359479,2023,Mumbai Indians,"['JP Behrendorff', 'RG Sharma', 'Ishan Kishan', 'C Green', 'SA Yadav', 'Tilak Varma', 'N Wadhera', 'TH David', 'HR Shokeen', 'Arshad Khan', 'PP Chawla', 'JC Archer']"
1359479,2023,Royal Challengers Bangalore,"['V Kohli', 'F du Plessis', 'KD Karthik', 'GJ Maxwell', 'MG Bracewell', 'Shahbaz Ahmed', 'HV Patel', 'Akash Deep', 'RJW Topley', 'Mohammed Siraj', 'KV Sharma']"
1254083,2021,Punjab Kings,"['KL Rahul', 'P Simran Singh', 'CH Gayle', 'N Pooran', 'DJ Hooda', 'M Shahrukh Khan', 'Harpreet Brar', 'RP Meredith', 'Ravi Bishnoi', 'Mohammed Shami', 'CJ Jordan']"
1254083,2021,Royal Challengers Bangalore,"['V Kohli', 'D Padikkal', 'RM Patidar', 'GJ Maxwell', 'AB de Villiers', 'Shahbaz Ahmed', 'DR Sams', 'KA Jamieson', 'HV Patel', 'Mohammed Siraj', 'YS Chahal']"
980975,2016,Kolkata Knight Riders,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'SA Yadav', 'Shakib Al Hasan', 'YK Pathan', 'AD Russell', 'GB Hogg', 'PP Chawla', 'M Morkel', 'UT Yadav']"
980975,2016,Gujarat Lions,"['DR Smith', 'BB McCullum', 'SK Raina', 'KD Karthik', 'AJ Finch', 'RA Jadeja', 'DJ Bravo', 'P Kumar', 'DS Kulkarni', 'S Kaushik', 'PV Tambe']"
1136613,2018,Rajasthan Royals,"['RA Tripathi', 'JC Archer', 'AM Rahane', 'SV Samson', 'H Klaasen', 'K Gowtham', 'STR Binny', 'S Gopal', 'IS Sodhi', 'JD Unadkat', 'B Laughlin']"
1136613,2018,Royal Challengers Bangalore,"['V Kohli', 'PA Patel', 'AB de Villiers', 'MM Ali', 'Mandeep Singh', 'C de Grandhomme', 'SN Khan', 'TG Southee', 'UT Yadav', 'Mohammed Siraj', 'YS Chahal']"
1359496,2023,Kolkata Knight Riders,"['Suyash Sharma', 'Rahmanullah Gurbaz', 'N Jagadeesan', 'VR Iyer', 'N Rana', 'SN Thakur', 'RK Singh', 'AD Russell', 'SP Narine', 'UT Yadav', 'LH Ferguson', 'CV Varun']"
1359496,2023,Mumbai Indians,"['RP Meredith', 'RG Sharma', 'Ishan Kishan', 'SA Yadav', 'Tilak Varma', 'TH David', 'N Wadhera', 'C Green', 'Arjun Tendulkar', 'HR Shokeen', 'PP Chawla', 'D Jansen']"
598006,2013,Mumbai Indians,"['RT Ponting', 'SR Tendulkar', 'KD Karthik', 'RG Sharma', 'KA Pollard', 'AT Rayudu', 'Harbhajan Singh', 'R Dhawan', 'MG Johnson', 'PP Ojha', 'SL Malinga']"
598006,2013,Delhi Daredevils,"['UBT Chand', 'DA Warner', 'DPMD Jayawardene', 'MC Juneja', 'BMAJ Mendis', 'IK Pathan', 'KM Jadhav', 'S Nadeem', 'M Morkel', 'A Nehra', 'UT Yadav']"
1216531,2020/21,Royal Challengers Bangalore,"['AJ Finch', 'D Padikkal', 'V Kohli', 'Washington Sundar', 'S Dube', 'AB de Villiers', 'CH Morris', 'I Udana', 'Navdeep Saini', 'YS Chahal', 'Mohammed Siraj']"
1216531,2020/21,Kings XI Punjab,"['KL Rahul', 'MA Agarwal', 'CH Gayle', 'N Pooran', 'GJ Maxwell', 'DJ Hooda', 'CJ Jordan', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']"
1136582,2018,Kings XI Punjab,"['KL Rahul', 'AJ Finch', 'MA Agarwal', 'KK Nair', 'Yuvraj Singh', 'DA Miller', 'R Ashwin', 'AJ Tye', 'BB Sran', 'AS Rajpoot', 'Mujeeb Ur Rahman']"
1136582,2018,Delhi Daredevils,"['PP Shaw', 'G Gambhir', 'GJ Maxwell', 'SS Iyer', 'RR Pant', 'DT Christian', 'R Tewatia', 'LE Plunkett', 'A Mishra', 'Avesh Khan', 'TA Boult']"
501234,2011,Kolkata Knight Riders,"['JH Kallis', 'EJG Morgan', 'G Gambhir', 'MK Tiwary', 'SP Goswami', 'YK Pathan', 'R Bhatia', 'RN ten Doeschate', 'Iqbal Abdulla', 'L Balaji', 'B Lee']"
501234,2011,Kings XI Punjab,"['AC Gilchrist', 'PC Valthaty', 'SE Marsh', 'KD Karthik', 'AM Nayar', 'DJ Hussey', 'Bipul Sharma', 'P Kumar', 'PP Chawla', 'BA Bhatt', 'RJ Harris']"
733971,2014,Chennai Super Kings,"['DR Smith', 'BB McCullum', 'SK Raina', 'MS Dhoni', 'RA Jadeja', 'F du Plessis', 'M Manhas', 'R Ashwin', 'BW Hilfenhaus', 'IC Pandey', 'MM Sharma']"
733971,2014,Kolkata Knight Riders,"['RV Uthappa', 'G Gambhir', 'JH Kallis', 'MK Pandey', 'Shakib Al Hasan', 'SA Yadav', 'YK Pathan', 'AD Russell', 'PP Chawla', 'R Vinay Kumar', 'SP Narine']"
419136,2009/10,Kings XI Punjab,"['SE Marsh', 'MS Bisla', 'KC Sangakkara', 'RS Bopara', 'Yuvraj Singh', 'IK Pathan', 'B Lee', 'PP Chawla', 'SJ Srivastava', 'Bipul Sharma', 'S Sreesanth']"
419136,2009/10,Royal Challengers Bangalore,"['MK Pandey', 'JH Kallis', 'KP Pietersen', 'V Kohli', 'RV Uthappa', 'CL White', 'R Dravid', 'P Kumar', 'A Kumble', 'R Vinay Kumar', 'DW Steyn']"
1304052,2022,Kolkata Knight Riders,"['AM Rahane', 'VR Iyer', 'SS Iyer', 'N Rana', 'SP Narine', 'SW Billings', 'SP Jackson', 'AD Russell', 'TG Southee', 'UT Yadav', 'CV Varun']"
1304052,2022,Royal Challengers Bangalore,"['F du Plessis', 'Anuj Rawat', 'V Kohli', 'DJ Willey', 'SE Rutherford', 'Shahbaz Ahmed', 'KD Karthik', 'PWH de Silva', 'HV Patel', 'Mohammed Siraj', 'Akash Deep']"
1178414,2019,Royal Challengers Bangalore,"['PA Patel', 'V Kohli', 'AB de Villiers', 'AD Nath', 'MP Stoinis', 'MM Ali', 'P Negi', 'UT Yadav', 'DW Steyn', 'Navdeep Saini', 'YS Chahal']"
1178414,2019,Chennai Super Kings,"['SR Watson', 'F du Plessis', 'SK Raina', 'AT Rayudu', 'KM Jadhav', 'MS Dhoni', 'RA Jadeja', 'DJ Bravo', 'SN Thakur', 'DL Chahar', 'Imran Tahir']"
1175363,2019,Rajasthan Royals,"['AM Rahane', 'JC Buttler', 'SV Samson', 'BA Stokes', 'SPD Smith', 'RA Tripathi', 'K Gowtham', 'JC Archer', 'JD Unadkat', 'S Gopal', 'DS Kulkarni']"
1175363,2019,Sunrisers Hyderabad,"['DA Warner', 'JM Bairstow', 'KS Williamson', 'V Shankar', 'MK Pandey', 'YK Pathan', 'Rashid Khan', 'B Kumar', 'Sandeep Sharma', 'S Kaul', 'S Nadeem']"
734021,2014,Sunrisers Hyderabad,"['S Dhawan', 'DA Warner', 'NV Ojha', 'AJ Finch', 'DJG Sammy', 'Y Venugopal Rao', 'IK Pathan', 'KV Sharma', 'Parvez Rasool', 'DW Steyn', 'B Kumar']"
734021,2014,Royal Challengers Bangalore,"['CH Gayle', 'PA Patel', 'V Kohli', 'Yuvraj Singh', 'AB de Villiers', 'S Rana', 'MA Starc', 'M Muralitharan', 'YS Chahal', 'AN Ahmed', 'VR Aaron']"
336035,2007/08,Kolkata Knight Riders,"['Salman Butt', 'SC Ganguly', 'DB Das', 'DJ Hussey', 'LR Shukla', 'WP Saha', 'A Chopra', 'Umar Gul', 'I Sharma', 'BAW Mendis', 'AB Dinda']"
336035,2007/08,Kings XI Punjab,"['SE Marsh', 'JR Hopes', 'KC Sangakkara', 'Yuvraj Singh', 'DPMD Jayawardene', 'IK Pathan', 'PP Chawla', 'TM Srivastava', 'RR Powar', 'VRV Singh', 'S Sreesanth']"
548365,2012,Rajasthan Royals,"['R Dravid', 'AM Rahane', 'SR Watson', 'BJ Hodge', 'STR Binny', 'J Botha', 'SP Goswami', 'AL Menaria', 'SW Tait', 'SK Trivedi', 'A Chandila']"
548365,2012,Pune Warriors,"['SC Ganguly', 'JD Ryder', 'RV Uthappa', 'AP Majumdar', 'CJ Ferguson', 'SPD Smith', 'AD Mathews', 'B Kumar', 'M Kartik', 'R Sharma', 'A Nehra']"
392200,2009,Kings XI Punjab,"['RS Bopara', 'K Goel', 'KC Sangakkara', 'Yuvraj Singh', 'DPMD Jayawardene', 'IK Pathan', 'WA Mota', 'PP Chawla', 'RR Powar', 'VS Malik', 'YA Abdulla']"
392200,2009,Mumbai Indians,"['ST Jayasuriya', 'SR Tendulkar', 'S Dhawan', 'JP Duminy', 'DJ Bravo', 'AM Nayar', 'Harbhajan Singh', 'SS Tiwary', 'Z Khan', 'PR Shah', 'SL Malinga']"
1359510,2023,Kolkata Knight Riders,"['Suyash Sharma', 'JJ Roy', 'N Jagadeesan', 'VR Iyer', 'N Rana', 'AD Russell', 'RK Singh', 'D Wiese', 'SP Narine', 'VG Arora', 'UT Yadav', 'CV Varun']"
1359510,2023,Royal Challengers Bangalore,"['HV Patel', 'V Kohli', 'F du Plessis', 'Shahbaz Ahmed', 'GJ Maxwell', 'MK Lomror', 'KD Karthik', 'SS Prabhudessai', 'PWH de Silva', 'DJ Willey', 'Vijaykumar Vyshak', 'Mohammed Siraj']"
980959,2016,Royal Challengers Bangalore,"['KL Rahul', 'CH Gayle', 'V Kohli', 'AB de Villiers', 'SR Watson', 'Sachin Baby', 'STR Binny', 'VR Aaron', 'S Aravind', 'YS Chahal', 'T Shamsi']"
980959,2016,Kolkata Knight Riders,"['RV Uthappa', 'G Gambhir', 'CA Lynn', 'MK Pandey', 'YK Pathan', 'AD Russell', 'SA Yadav', 'PP Chawla', 'UT Yadav', 'SP Narine', 'M Morkel']"
1254105,2021,Sunrisers Hyderabad,"['DA Warner', 'WP Saha', 'KS Williamson', 'MK Pandey', 'KM Jadhav', 'Abdul Samad', 'JO Holder', 'Rashid Khan', 'B Kumar', 'Sandeep Sharma', 'KK Ahmed']"
1254105,2021,Delhi Capitals,"['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'MP Stoinis', 'SO Hetmyer', 'AR Patel', 'R Ashwin', 'K Rabada', 'A Nortje', 'Avesh Khan']"
1181764,2019,Chennai Super Kings,"['F du Plessis', 'SR Watson', 'SK Raina', 'M Vijay', 'AT Rayudu', 'MS Dhoni', 'RA Jadeja', 'DJ Bravo', 'DL Chahar', 'Harbhajan Singh', 'Imran Tahir']"
1181764,2019,Mumbai Indians,"['RG Sharma', 'Q de Kock', 'SA Yadav', 'Ishan Kishan', 'KH Pandya', 'HH Pandya', 'KA Pollard', 'J Yadav', 'RD Chahar', 'SL Malinga', 'JJ Bumrah']"
392191,2009,Royal Challengers Bangalore,"['JD Ryder', 'RV Uthappa', 'JH Kallis', 'KP Pietersen', 'R Dravid', 'LRPL Taylor', 'V Kohli', 'P Kumar', 'R Vinay Kumar', 'Pankaj Singh', 'A Kumble']"
392191,2009,Kings XI Punjab,"['RS Bopara', 'K Goel', 'KC Sangakkara', 'Yuvraj Singh', 'DPMD Jayawardene', 'IK Pathan', 'WA Mota', 'PP Chawla', 'VRV Singh', 'RR Bose', 'YA Abdulla']"
829787,2015,Rajasthan Royals,"['AM Rahane', 'SR Watson', 'SPD Smith', 'KK Nair', 'DJ Hooda', 'JP Faulkner', 'SV Samson', 'STR Binny', 'CH Morris', 'DS Kulkarni', 'PV Tambe']"
829787,2015,Sunrisers Hyderabad,"['S Dhawan', 'DA Warner', 'MC Henriques', 'EJG Morgan', 'RS Bopara', 'NV Ojha', 'GH Vihari', 'KV Sharma', 'P Kumar', 'B Kumar', 'I Sharma']"
501218,2011,Mumbai Indians,"['JEC Franklin', 'SR Tendulkar', 'AT Rayudu', 'RG Sharma', 'A Symonds', 'KA Pollard', 'R Sathish', 'AN Ahmed', 'AG Murtaza', 'MM Patel', 'SL Malinga']"
501218,2011,Pune Warriors,"['JD Ryder', 'TD Paine', 'M Manhas', 'RV Uthappa', 'Yuvraj Singh', 'MD Mishra', 'M Kartik', 'WD Parnell', 'R Sharma', 'SB Wagh', 'AC Thomas']"
548332,2012,Chennai Super Kings,"['S Badrinath', 'F du Plessis', 'SK Raina', 'MS Dhoni', 'DJ Bravo', 'RA Jadeja', 'WP Saha', 'R Ashwin', 'KMDN Kulasekara', 'SB Jakati', 'DE Bollinger']"
548332,2012,Rajasthan Royals,"['R Dravid', 'AM Rahane', 'OA Shah', 'AL Menaria', 'BJ Hodge', 'SP Goswami', 'STR Binny', 'KK Cooper', 'GB Hogg', 'A Singh', 'SK Trivedi']"
1304091,2022,Lucknow Super Giants,"['Q de Kock', 'KL Rahul', 'DJ Hooda', 'MP Stoinis', 'KH Pandya', 'A Badoni', 'JO Holder', 'Mohsin Khan', 'K Gowtham', 'PVD Chameera', 'Ravi Bishnoi']"
1304091,2022,Delhi Capitals,"['PP Shaw', 'DA Warner', 'MR Marsh', 'RR Pant', 'Lalit Yadav', 'R Powell', 'AR Patel', 'SN Thakur', 'Kuldeep Yadav', 'Mustafizur Rahman', 'C Sakariya']"
829791,2015,Kolkata Knight Riders,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'SA Yadav', 'YK Pathan', 'AD Russell', 'J Botha', 'PP Chawla', 'GB Hogg', 'UT Yadav', 'SP Narine']"
829791,2015,Kings XI Punjab,"['M Vijay', 'M Vohra', 'WP Saha', 'GJ Maxwell', 'DA Miller', 'Gurkeerat Singh', 'GJ Bailey', 'AR Patel', 'BE Hendricks', 'Anureet Singh', 'Sandeep Sharma']"
548324,2012,Royal Challengers Bangalore,"['MA Agarwal', 'CH Gayle', 'V Kohli', 'AB de Villiers', 'SS Tiwary', 'M Kaif', 'DL Vettori', 'R Vinay Kumar', 'Z Khan', 'S Aravind', 'M Muralitharan']"
548324,2012,Rajasthan Royals,"['R Dravid', 'AM Rahane', 'OA Shah', 'BJ Hodge', 'AL Menaria', 'J Botha', 'GB Hogg', 'SP Goswami', 'A Singh', 'SK Trivedi', 'Pankaj Singh']"
729279,2014,Mumbai Indians,"['MEK Hussey', 'AP Tare', 'AT Rayudu', 'RG Sharma', 'KA Pollard', 'CJ Anderson', 'Harbhajan Singh', 'CM Gautam', 'SL Malinga', 'Z Khan', 'PP Ojha']"
729279,2014,Kolkata Knight Riders,"['G Gambhir', 'JH Kallis', 'MK Pandey', 'RV Uthappa', 'YK Pathan', 'Shakib Al Hasan', 'SA Yadav', 'PP Chawla', 'R Vinay Kumar', 'SP Narine', 'M Morkel']"
1175359,2019,Kings XI Punjab,"['KL Rahul', 'CH Gayle', 'MA Agarwal', 'SN Khan', 'N Pooran', 'Mandeep Singh', 'SM Curran', 'R Ashwin', 'Mohammed Shami', 'Mujeeb Ur Rahman', 'AS Rajpoot']"
1175359,2019,Rajasthan Royals,"['AM Rahane', 'JC Buttler', 'SV Samson', 'SPD Smith', 'BA Stokes', 'RA Tripathi', 'K Gowtham', 'JC Archer', 'JD Unadkat', 'S Gopal', 'DS Kulkarni']"
1304087,2022,Kolkata Knight Riders,"['AJ Finch', 'VR Iyer', 'SS Iyer', 'B Indrajith', 'SP Narine', 'N Rana', 'AD Russell', 'RK Singh', 'UT Yadav', 'TG Southee', 'Harshit Rana']"
1304087,2022,Delhi Capitals,"['PP Shaw', 'DA Warner', 'MR Marsh', 'Lalit Yadav', 'RR Pant', 'R Powell', 'AR Patel', 'SN Thakur', 'Kuldeep Yadav', 'Mustafizur Rahman', 'C Sakariya']"
335988,2007/08,Deccan Chargers,"['AC Gilchrist', 'Y Venugopal Rao', 'VVS Laxman', 'A Symonds', 'RG Sharma', 'Shahid Afridi', 'SB Bangar', 'AS Yadav', 'WPUJC Vaas', 'RP Singh', 'PP Ojha']"
