match_id,season,team,playing_xi
829757,2015,Royal Challengers Bangalore,"['CH Gayle', 'V Kohli', 'AB de Villiers', 'Mandeep Singh', 'KD Karthik', 'SN Khan', 'D Wiese', 'HV Patel', 'MA Starc', 'Iqbal Abdulla', 'VR Aaron']"
1216522,2020/21,Rajasthan Royals,"['RV Uthappa', 'BA Stokes', 'SV Samson', 'SPD Smith', 'JC Buttler', 'R Tewatia', 'JC Archer', 'R Parag', 'S Gopal', 'JD Unadkat', 'Kartik Tyagi']"
1216522,2020/21,Royal Challengers Bangalore,"['D Padikkal', 'AJ Finch', 'V Kohli', 'AB de Villiers', 'Gurkeerat Singh', 'CH Morris', 'Washington Sundar', 'Shahbaz Ahmed', 'I Udana', 'Navdeep Saini', 'YS Chahal']"
598015,2013,Chennai Super Kings,"['S Anirudha', 'M Vijay', 'SK Raina', 'S Badrinath', 'RA Jadeja', 'MS Dhoni', 'DJ Bravo', 'JA Morkel', 'CH Morris', 'R Ashwin', 'DP Nannes']"
598015,2013,Pune Warriors,"['RV Uthappa', 'AJ Finch', 'LRPL Taylor', 'SPD Smith', 'MR Marsh', 'MK Pandey', 'AM Nayar', 'TL Suman', 'B Kumar', 'R Sharma', 'AB Dinda']"
1304104,2022,Rajasthan Royals,"['YBK Jaiswal', 'JC Buttler', 'R Ashwin', 'D Padikkal', 'SV Samson', 'R Parag', 'HE van der Dussen', 'TA Boult', 'M Prasidh Krishna', 'YS Chahal', 'KR Sen']"
1304104,2022,Delhi Capitals,"['KS Bharat', 'DA Warner', 'MR Marsh', 'RR Pant', 'R Powell', 'Lalit Yadav', 'AR Patel', 'SN Thakur', 'Kuldeep Yadav', 'A Nortje', 'C Sakariya']"
1175370,2019,Mumbai Indians,"['Q de Kock', 'RG Sharma', 'SA Yadav', 'Yuvraj Singh', 'KH Pandya', 'HH Pandya', 'KA Pollard', 'JP Behrendorff', 'RD Chahar', 'SL Malinga', 'JJ Bumrah']"
1175370,2019,Chennai Super Kings,"['SR Watson', 'AT Rayudu', 'SK Raina', 'KM Jadhav', 'MS Dhoni', 'RA Jadeja', 'DJ Bravo', 'DL Chahar', 'SN Thakur', 'MM Sharma', 'Imran Tahir']"
1178407,2019,Kings XI Punjab,"['KL Rahul', 'CH Gayle', 'MA Agarwal', 'DA Miller', 'N Pooran', 'Mandeep Singh', 'R Ashwin', 'Mujeeb Ur Rahman', 'Mohammed Shami', 'M Ashwin', 'Arshdeep Singh']"
1178407,2019,Rajasthan Royals,"['RA Tripathi', 'JC Buttler', 'SV Samson', 'AM Rahane', 'AJ Turner', 'JC Archer', 'STR Binny', 'S Gopal', 'JD Unadkat', 'DS Kulkarni', 'IS Sodhi']"
729315,2014,Kolkata Knight Riders,"['G Gambhir', 'MS Bisla', 'JH Kallis', 'MK Pandey', 'SA Yadav', 'Shakib Al Hasan', 'RV Uthappa', 'R Vinay Kumar', 'PP Chawla', 'SP Narine', 'M Morkel']"
729315,2014,Rajasthan Royals,"['AM Rahane', 'KK Nair', 'SV Samson', 'SR Watson', 'STR Binny', 'SPD Smith', 'JP Faulkner', 'R Bhatia', 'KW Richardson', 'PV Tambe', 'Iqbal Abdulla']"
980931,2016,Rising Pune Supergiants,"['AM Rahane', 'F du Plessis', 'KP Pietersen', 'SPD Smith', 'MS Dhoni', 'NLTC Perera', 'R Bhatia', 'R Ashwin', 'Ankit Sharma', 'M Ashwin', 'I Sharma']"
980931,2016,Royal Challengers Bangalore,"['V Kohli', 'KL Rahul', 'AB de Villiers', 'SR Watson', 'SN Khan', 'Mandeep Singh', 'STR Binny', 'HV Patel', 'KW Richardson', 'T Shamsi', 'Iqbal Abdulla']"
1082612,2017,Kings XI Punjab,"['HM Amla', 'SE Marsh', 'WP Saha', 'GJ Maxwell', 'MP Stoinis', 'AR Patel', 'Gurkeerat Singh', 'Swapnil Singh', 'MM Sharma', 'Sandeep Sharma', 'I Sharma']"
1082612,2017,Mumbai Indians,"['PA Patel', 'JC Buttler', 'N Rana', 'HH Pandya', 'RG Sharma', 'KA Pollard', 'KH Pandya', 'Harbhajan Singh', 'MJ McClenaghan', 'SL Malinga', 'JJ Bumrah']"
501270,2011,Royal Challengers Bangalore,"['MA Agarwal', 'CH Gayle', 'V Kohli', 'AB de Villiers', 'LA Pomersbach', 'SS Tiwary', 'DL Vettori', 'S Aravind', 'A Mithun', 'Z Khan', 'J Syed Mohammad']"
501270,2011,Mumbai Indians,"['AC Blizzard', 'SR Tendulkar', 'Harbhajan Singh', 'RG Sharma', 'JEC Franklin', 'AT Rayudu', 'KA Pollard', 'R Sathish', 'SL Malinga', 'AN Ahmed', 'MM Patel']"
598042,2013,Pune Warriors,"['RV Uthappa', 'AJ Finch', 'TL Suman', 'Yuvraj Singh', 'SPD Smith', 'AD Mathews', 'AM Nayar', 'B Kumar', 'BAW Mendis', 'AB Dinda', 'R Sharma']"
598042,2013,Royal Challengers Bangalore,"['SS Tiwary', 'CH Gayle', 'V Kohli', 'AB de Villiers', 'MC Henriques', 'KL Rahul', 'KB Arun Karthik', 'R Vinay Kumar', 'M Kartik', 'M Muralitharan', 'RP Singh']"
1359485,2023,Rajasthan Royals,"['M Ashwin', 'YBK Jaiswal', 'JC Buttler', 'SV Samson', 'R Parag', 'SO Hetmyer', 'Dhruv Jurel', 'JO Holder', 'R Ashwin', 'YS Chahal', 'TA Boult', 'Sandeep Sharma']"
1359485,2023,Delhi Capitals,"['KK Ahmed', 'PP Shaw', 'DA Warner', 'MK Pandey', 'RR Rossouw', 'Lalit Yadav', 'AR Patel', 'R Powell', 'Abishek Porel', 'Kuldeep Yadav', 'A Nortje', 'Mukesh Kumar']"
980989,2016,Kolkata Knight Riders,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'YK Pathan', 'Shakib Al Hasan', 'SA Yadav', 'AD Russell', 'PP Chawla', 'SP Narine', 'AS Rajpoot', 'M Morkel']"
980989,2016,Rising Pune Supergiants,"['AM Rahane', 'UT Khawaja', 'GJ Bailey', 'SS Tiwary', 'IK Pathan', 'MS Dhoni', 'NLTC Perera', 'R Ashwin', 'A Zampa', 'M Ashwin', 'AB Dinda']"
1136600,2018,Rajasthan Royals,"['AM Rahane', 'JC Buttler', 'K Gowtham', 'SV Samson', 'BA Stokes', 'STR Binny', 'MK Lomror', 'JC Archer', 'JD Unadkat', 'IS Sodhi', 'Anureet Singh']"
1136600,2018,Kings XI Punjab,"['KL Rahul', 'CH Gayle', 'R Ashwin', 'KK Nair', 'AD Nath', 'MK Tiwary', 'AR Patel', 'MP Stoinis', 'AJ Tye', 'MM Sharma', 'Mujeeb Ur Rahman']"
1254090,2021,Royal Challengers Bangalore,"['V Kohli', 'D Padikkal', 'DT Christian', 'GJ Maxwell', 'AB de Villiers', 'Shahbaz Ahmed', 'KS Bharat', 'GHS Garton', 'HV Patel', 'Mohammed Siraj', 'YS Chahal']"
1254090,2021,Punjab Kings,"['KL Rahul', 'MA Agarwal', 'N Pooran', 'AK Markram', 'SN Khan', 'M Shahrukh Khan', 'MC Henriques', 'Harpreet Brar', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']"
419164,2009/10,Royal Challengers Bangalore,"['JH Kallis', 'R Dravid', 'KP Pietersen', 'RV Uthappa', 'V Kohli', 'CL White', 'B Akhil', 'P Kumar', 'A Kumble', 'ND Doshi', 'DW Steyn']"
419164,2009/10,Deccan Chargers,"['AC Gilchrist', 'MD Mishra', 'Anirudh Singh', 'RG Sharma', 'A Symonds', 'DR Smith', 'Y Venugopal Rao', 'RJ Harris', 'R Sharma', 'Harmeet Singh', 'PP Ojha']"
501266,2011,Royal Challengers Bangalore,"['AB de Villiers', 'CH Gayle', 'V Kohli', 'SS Tiwary', 'MA Agarwal', 'M Kaif', 'LA Pomersbach', 'DL Vettori', 'S Aravind', 'A Mithun', 'Z Khan']"
501266,2011,Chennai Super Kings,"['MEK Hussey', 'M Vijay', 'SK Raina', 'S Badrinath', 'WP Saha', 'MS Dhoni', 'DJ Bravo', 'JA Morkel', 'R Ashwin', 'SB Jakati', 'DE Bollinger']"
1082604,2017,Kolkata Knight Riders,"['SP Narine', 'G Gambhir', 'RV Uthappa', 'MK Pandey', 'YK Pathan', 'SA Yadav', 'C de Grandhomme', 'CR Woakes', 'Kuldeep Yadav', 'UT Yadav', 'TA Boult']"
1082604,2017,Sunrisers Hyderabad,"['DA Warner', 'S Dhawan', 'MC Henriques', 'Yuvraj Singh', 'DJ Hooda', 'BCJ Cutting', 'NV Ojha', 'Bipul Sharma', 'B Kumar', 'Rashid Khan', 'A Nehra']"
598054,2013,Delhi Daredevils,"['DPMD Jayawardene', 'V Sehwag', 'UBT Chand', 'DA Warner', 'BJ Rohrer', 'KM Jadhav', 'IK Pathan', 'M Morkel', 'UT Yadav', 'S Nadeem', 'S Kaul']"
598054,2013,Royal Challengers Bangalore,"['CA Pujara', 'CH Gayle', 'V Kohli', 'MC Henriques', 'AB de Villiers', 'SS Tiwary', 'J Syed Mohammad', 'R Vinay Kumar', 'R Rampaul', 'M Kartik', 'JD Unadkat']"
1359539,2023,Sunrisers Hyderabad,"['T Natarajan', 'Abhishek Sharma', 'RA Tripathi', 'AK Markram', 'H Klaasen', 'HC Brook', 'GD Phillips', 'Abdul Samad', 'B Kumar', 'Kartik Tyagi', 'Mayank Dagar', 'Nithish Kumar Reddy']"
1359539,2023,Royal Challengers Bangalore,"['V Kohli', 'F du Plessis', 'GJ Maxwell', 'MG Bracewell', 'MK Lomror', 'Anuj Rawat', 'Shahbaz Ahmed', 'HV Patel', 'WD Parnell', 'KV Sharma', 'Mohammed Siraj']"
1254069,2021,Chennai Super Kings,"['RD Gaikwad', 'F du Plessis', 'MM Ali', 'SK Raina', 'AT Rayudu', 'RA Jadeja', 'MS Dhoni', 'SM Curran', 'DJ Bravo', 'SN Thakur', 'DL Chahar']"
1254069,2021,Rajasthan Royals,"['JC Buttler', 'M Vohra', 'SV Samson', 'S Dube', 'DA Miller', 'R Parag', 'R Tewatia', 'CH Morris', 'JD Unadkat', 'C Sakariya', 'Mustafizur Rahman']"
1359493,2023,Sunrisers Hyderabad,"['Washington Sundar', 'HC Brook', 'MA Agarwal', 'RA Tripathi', 'AK Markram', 'Abhishek Sharma', 'H Klaasen', 'M Jansen', 'M Markande', 'B Kumar', 'Umran Malik', 'T Natarajan']"
1359493,2023,Kolkata Knight Riders,"['Suyash Sharma', 'Rahmanullah Gurbaz', 'N Jagadeesan', 'VR Iyer', 'SP Narine', 'N Rana', 'AD Russell', 'RK Singh', 'SN Thakur', 'UT Yadav', 'LH Ferguson', 'CV Varun']"
392229,2009,Deccan Chargers,"['AC Gilchrist', 'HH Gibbs', 'TL Suman', 'A Symonds', 'RG Sharma', 'Y Venugopal Rao', 'DB Ravi Teja', 'RJ Harris', 'RP Singh', 'Jaskaran Singh', 'PP Ojha']"
392229,2009,Kings XI Punjab,"['S Sohal', 'SM Katich', 'LA Pomersbach', 'Yuvraj Singh', 'KC Sangakkara', 'WA Mota', 'IK Pathan', 'B Lee', 'PP Chawla', 'RR Powar', 'S Sreesanth']"
1254086,2021,Punjab Kings,"['P Simran Singh', 'MA Agarwal', 'CH Gayle', 'DJ Malan', 'DJ Hooda', 'M Shahrukh Khan', 'CJ Jordan', 'Harpreet Brar', 'RP Meredith', 'Ravi Bishnoi', 'Mohammed Shami']"
1254086,2021,Delhi Capitals,"['PP Shaw', 'S Dhawan', 'SPD Smith', 'RR Pant', 'SO Hetmyer', 'MP Stoinis', 'AR Patel', 'Lalit Yadav', 'K Rabada', 'I Sharma', 'Avesh Khan']"
1136616,2018,Kings XI Punjab,"['KL Rahul', 'CH Gayle', 'AJ Finch', 'MK Tiwary', 'DA Miller', 'KK Nair', 'AR Patel', 'R Ashwin', 'AJ Tye', 'MM Sharma', 'AS Rajpoot']"
1136616,2018,Chennai Super Kings,"['AT Rayudu', 'F du Plessis', 'SK Raina', 'SW Billings', 'Harbhajan Singh', 'DL Chahar', 'MS Dhoni', 'DJ Bravo', 'RA Jadeja', 'SN Thakur', 'L Ngidi']"
501231,2011,Rajasthan Royals,"['SR Watson', 'R Dravid', 'J Botha', 'LRPL Taylor', 'AL Menaria', 'AM Rahane', 'A Singh', 'DH Yagnik', 'SK Warne', 'STR Binny', 'SK Trivedi']"
501231,2011,Mumbai Indians,"['DJ Jacobs', 'SR Tendulkar', 'AT Rayudu', 'RG Sharma', 'A Symonds', 'KA Pollard', 'R Sathish', 'Harbhajan Singh', 'SL Malinga', 'AG Murtaza', 'MM Patel']"
1136568,2018,Kings XI Punjab,"['KL Rahul', 'MA Agarwal', 'AJ Finch', 'Yuvraj Singh', 'KK Nair', 'MP Stoinis', 'AR Patel', 'R Ashwin', 'AJ Tye', 'MM Sharma', 'Mujeeb Ur Rahman']"
1136568,2018,Royal Challengers Bangalore,"['Q de Kock', 'BB McCullum', 'V Kohli', 'AB de Villiers', 'SN Khan', 'Mandeep Singh', 'CR Woakes', 'Washington Sundar', 'UT Yadav', 'K Khejroliya', 'YS Chahal']"
419133,2009/10,Chennai Super Kings,"['M Vijay', 'ML Hayden', 'SK Raina', 'MS Dhoni', 'JA Morkel', 'S Badrinath', 'C Ganapathy', 'MS Gony', 'M Muralitharan', 'T Thushara', 'SB Jakati']"
419133,2009/10,Royal Challengers Bangalore,"['MK Pandey', 'JH Kallis', 'RV Uthappa', 'V Kohli', 'KP Pietersen', 'CL White', 'R Dravid', 'P Kumar', 'A Kumble', 'DW Steyn', 'R Vinay Kumar']"
598003,2013,Pune Warriors,"['RV Uthappa', 'MK Pandey', 'TL Suman', 'MN Samuels', 'LRPL Taylor', 'AD Mathews', 'AM Nayar', 'MR Marsh', 'B Kumar', 'R Sharma', 'AB Dinda']"
598003,2013,Kings XI Punjab,"['AC Gilchrist', 'Mandeep Singh', 'M Vohra', 'DJ Hussey', 'Azhar Mahmood', 'Gurkeerat Singh', 'R Sathish', 'PP Chawla', 'P Awana', 'P Kumar', 'RJ Harris']"
1216534,2020/21,Royal Challengers Bangalore,"['D Padikkal', 'AJ Finch', 'V Kohli', 'AB de Villiers', 'S Dube', 'JR Philippe', 'Washington Sundar', 'UT Yadav', 'Navdeep Saini', 'DW Steyn', 'YS Chahal']"
1216534,2020/21,Sunrisers Hyderabad,"['DA Warner', 'JM Bairstow', 'MK Pandey', 'PK Garg', 'V Shankar', 'Abhishek Sharma', 'Rashid Khan', 'B Kumar', 'Sandeep Sharma', 'MR Marsh', 'T Natarajan']"
829741,2015,Rajasthan Royals,"['AM Rahane', 'SR Watson', 'DJ Hooda', 'SPD Smith', 'KK Nair', 'JP Faulkner', 'STR Binny', 'SV Samson', 'CH Morris', 'R Tewatia', 'PV Tambe']"
829741,2015,Kings XI Punjab,"['M Vijay', 'V Sehwag', 'SE Marsh', 'GJ Maxwell', 'DA Miller', 'WP Saha', 'AR Patel', 'MG Johnson', 'Anureet Singh', 'Shivam Sharma', 'Sandeep Sharma']"
1136587,2018,Chennai Super Kings,"['SR Watson', 'AT Rayudu', 'SK Raina', 'MS Dhoni', 'DJ Bravo', 'SW Billings', 'RA Jadeja', 'Harbhajan Singh', 'DL Chahar', 'SN Thakur', 'Imran Tahir']"
1136587,2018,Mumbai Indians,"['SA Yadav', 'E Lewis', 'RG Sharma', 'HH Pandya', 'Ishan Kishan', 'JP Duminy', 'KH Pandya', 'BCJ Cutting', 'MJ McClenaghan', 'M Markande', 'JJ Bumrah']"
981009,2016,Kolkata Knight Riders,"['RV Uthappa', 'G Gambhir', 'C Munro', 'MK Pandey', 'YK Pathan', 'JO Holder', 'Shakib Al Hasan', 'SA Yadav', 'AS Rajpoot', 'SP Narine', 'Kuldeep Yadav']"
981009,2016,Sunrisers Hyderabad,"['S Dhawan', 'DA Warner', 'NV Ojha', 'Yuvraj Singh', 'KS Williamson', 'DJ Hooda', 'MC Henriques', 'KV Sharma', 'B Kumar', 'BB Sran', 'Mustafizur Rahman']"
1175366,2019,Sunrisers Hyderabad,"['JM Bairstow', 'DA Warner', 'V Shankar', 'YK Pathan', 'MK Pandey', 'DJ Hooda', 'Mohammad Nabi', 'Rashid Khan', 'B Kumar', 'Sandeep Sharma', 'S Kaul']"
1175366,2019,Royal Challengers Bangalore,"['PA Patel', 'SO Hetmyer', 'V Kohli', 'AB de Villiers', 'MM Ali', 'S Dube', 'C de Grandhomme', 'P Ray Barman', 'UT Yadav', 'Mohammed Siraj', 'YS Chahal']"
1082595,2017,Royal Challengers Bangalore,"['CH Gayle', 'SR Watson', 'Mandeep Singh', 'KM Jadhav', 'STR Binny', 'Vishnu Vinod', 'P Negi', 'Iqbal Abdulla', 'TS Mills', 'YS Chahal', 'B Stanlake']"
1082595,2017,Delhi Daredevils,"['AP Tare', 'SW Billings', 'KK Nair', 'SV Samson', 'RR Pant', 'CH Morris', 'CR Brathwaite', 'PJ Cummins', 'A Mishra', 'S Nadeem', 'Z Khan']"
1304112,2022,Lucknow Super Giants,"['Q de Kock', 'KL Rahul', 'E Lewis', 'DJ Hooda', 'M Vohra', 'MP Stoinis', 'JO Holder', 'K Gowtham', 'Mohsin Khan', 'Avesh Khan', 'Ravi Bishnoi']"
1304112,2022,Kolkata Knight Riders,"['VR Iyer', 'A Tomar', 'N Rana', 'SS Iyer', 'SW Billings', 'AD Russell', 'RK Singh', 'SP Narine', 'UT Yadav', 'TG Southee', 'CV Varun']"
980927,2016,Mumbai Indians,"['RG Sharma', 'PA Patel', 'AT Rayudu', 'JC Buttler', 'KA Pollard', 'HH Pandya', 'KH Pandya', 'Harbhajan Singh', 'JJ Bumrah', 'MJ McClenaghan', 'TG Southee']"
980927,2016,Royal Challengers Bangalore,"['V Kohli', 'KL Rahul', 'AB de Villiers', 'SR Watson', 'TM Head', 'SN Khan', 'STR Binny', 'HV Patel', 'KW Richardson', 'Iqbal Abdulla', 'VR Aaron']"
1304057,2022,Punjab Kings,"['MA Agarwal', 'S Dhawan', 'PBB Rajapaksa', 'LS Livingstone', 'JM Sharma', 'M Shahrukh Khan', 'OF Smith', 'K Rabada', 'RD Chahar', 'VG Arora', 'Arshdeep Singh']"
1304057,2022,Chennai Super Kings,"['RV Uthappa', 'RD Gaikwad', 'MM Ali', 'AT Rayudu', 'RA Jadeja', 'S Dube', 'MS Dhoni', 'DJ Bravo', 'D Pretorius', 'CJ Jordan', 'Mukesh Choudhary']"
729303,2014,Chennai Super Kings,"['DR Smith', 'BB McCullum', 'SK Raina', 'F du Plessis', 'MS Dhoni', 'M Manhas', 'RA Jadeja', 'R Ashwin', 'BW Hilfenhaus', 'IC Pandey', 'MM Sharma']"
729303,2014,Mumbai Indians,"['MEK Hussey', 'AP Tare', 'CJ Anderson', 'RG Sharma', 'KA Pollard', 'AT Rayudu', 'CM Gautam', 'Harbhajan Singh', 'Z Khan', 'PP Ojha', 'SL Malinga']"
1178411,2019,Mumbai Indians,"['Q de Kock', 'RG Sharma', 'SA Yadav', 'HH Pandya', 'KA Pollard', 'BCJ Cutting', 'KH Pandya', 'RD Chahar', 'JJ Bumrah', 'SL Malinga', 'M Markande']"
1178411,2019,Rajasthan Royals,"['AM Rahane', 'SV Samson', 'SPD Smith', 'BA Stokes', 'R Parag', 'AJ Turner', 'STR Binny', 'JC Archer', 'S Gopal', 'JD Unadkat', 'DS Kulkarni']"
548360,2012,Mumbai Indians,"['JEC Franklin', 'SR Tendulkar', 'RG Sharma', 'KD Karthik', 'AT Rayudu', 'DR Smith', 'KA Pollard', 'Harbhajan Singh', 'SL Malinga', 'PP Ojha', 'RP Singh']"
548360,2012,Royal Challengers Bangalore,"['TM Dilshan', 'CH Gayle', 'V Kohli', 'AB de Villiers', 'MA Agarwal', 'SS Tiwary', 'J Syed Mohammad', 'R Vinay Kumar', 'Z Khan', 'HV Patel', 'M Muralitharan']"
1082628,2017,Mumbai Indians,"['PA Patel', 'JC Buttler', 'N Rana', 'RG Sharma', 'KA Pollard', 'KH Pandya', 'KV Sharma', 'HH Pandya', 'MJ McClenaghan', 'SL Malinga', 'JJ Bumrah']"
1082628,2017,Royal Challengers Bangalore,"['V Kohli', 'Mandeep Singh', 'TM Head', 'AB de Villiers', 'KM Jadhav', 'SR Watson', 'P Negi', 'AF Milne', 'S Aravind', 'A Choudhary', 'YS Chahal']"
419148,2009/10,Royal Challengers Bangalore,"['S Sriram', 'JH Kallis', 'R Dravid', 'RV Uthappa', 'LRPL Taylor', 'CL White', 'V Kohli', 'R Vinay Kumar', 'P Kumar', 'A Kumble', 'DW Steyn']"
419148,2009/10,Kolkata Knight Riders,"['SC Ganguly', 'CH Gayle', 'BB McCullum', 'MK Tiwary', 'AD Mathews', 'WP Saha', 'CA Pujara', 'AB Agarkar', 'AB Dinda', 'I Sharma', 'BAW Mendis']"
829805,2015,Mumbai Indians,"['LMP Simmons', 'PA Patel', 'RG Sharma', 'AT Rayudu', 'KA Pollard', 'HH Pandya', 'Harbhajan Singh', 'J Suchith', 'MJ McClenaghan', 'R Vinay Kumar', 'SL Malinga']"
829805,2015,Kolkata Knight Riders,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'YK Pathan', 'Shakib Al Hasan', 'AD Russell', 'SA Yadav', 'PP Chawla', 'UT Yadav', 'M Morkel', 'SP Narine']"
1254100,2021,Rajasthan Royals,"['E Lewis', 'YBK Jaiswal', 'SV Samson', 'LS Livingstone', 'MK Lomror', 'R Parag', 'R Tewatia', 'CH Morris', 'JD Unadkat', 'C Sakariya', 'Mustafizur Rahman']"
1254100,2021,Sunrisers Hyderabad,"['JJ Roy', 'WP Saha', 'KS Williamson', 'PK Garg', 'Abhishek Sharma', 'JO Holder', 'Abdul Samad', 'Rashid Khan', 'B Kumar', 'Sandeep Sharma', 'S Kaul']"
392205,2009,Deccan Chargers,"['HH Gibbs', 'AC Gilchrist', 'AA Bilakhia', 'RG Sharma', 'TL Suman', 'DR Smith', 'Y Venugopal Rao', 'Shoaib Ahmed', 'PP Ojha', 'RP Singh', 'FH Edwards']"
392205,2009,Rajasthan Royals,"['GC Smith', 'SA Asnodkar', 'LA Carseldine', 'NV Ojha', 'RA Jadeja', 'SK Warne', 'AS Raut', 'YK Pathan', 'SM Harwood', 'SK Trivedi', 'MM Patel']"
1359515,2023,Chennai Super Kings,"['Akash Singh', 'RD Gaikwad', 'DP Conway', 'S Dube', 'MM Ali', 'RA Jadeja', 'MS Dhoni', 'AM Rahane', 'M Pathirana', 'TU Deshpande', 'M Theekshana', 'AT Rayudu']"
1359515,2023,Punjab Kings,"['K Rabada', 'P Simran Singh', 'S Dhawan', 'Atharva Taide', 'LS Livingstone', 'SM Curran', 'JM Sharma', 'M Shahrukh Khan', 'Sikandar Raza', 'Harpreet Brar', 'RD Chahar', 'Arshdeep Singh']"
1216518,2020/21,Rajasthan Royals,"['RV Uthappa', 'BA Stokes', 'SV Samson', 'JC Buttler', 'SPD Smith', 'R Parag', 'R Tewatia', 'JC Archer', 'S Gopal', 'AS Rajpoot', 'Kartik Tyagi']"
1216518,2020/21,Sunrisers Hyderabad,"['DA Warner', 'JM Bairstow', 'MK Pandey', 'V Shankar', 'PK Garg', 'Abdul Samad', 'JO Holder', 'Rashid Khan', 'Sandeep Sharma', 'T Natarajan', 'S Nadeem']"
548337,2012,Pune Warriors,"['JD Ryder', 'MK Pandey', 'SC Ganguly', 'RV Uthappa', 'SPD Smith', 'LJ Wright', 'AC Thomas', 'M Manhas', 'M Kartik', 'R Sharma', 'A Nehra']"
548337,2012,Delhi Daredevils,"['DPMD Jayawardene', 'V Sehwag', 'KP Pietersen', 'LRPL Taylor', 'NV Ojha', 'IK Pathan', 'Y Nagar', 'M Morkel', 'P Negi', 'S Nadeem', 'UT Yadav']"
392194,2009,Royal Challengers Bangalore,"['JH Kallis', 'RV Uthappa', 'KP Pietersen', 'LRPL Taylor', 'V Kohli', 'MV Boucher', 'B Akhil', 'R Vinay Kumar', 'Pankaj Singh', 'A Kumble', 'KP Appanna']"
392194,2009,Delhi Daredevils,"['G Gambhir', 'V Sehwag', 'TM Dilshan', 'AB de Villiers', 'KD Karthik', 'M Manhas', 'A Mishra', 'DL Vettori', 'DP Nannes', 'PJ Sangwan', 'A Nehra']"
729285,2014,Sunrisers Hyderabad,"['AJ Finch', 'S Dhawan', 'DA Warner', 'KL Rahul', 'DJG Sammy', 'Y Venugopal Rao', 'KV Sharma', 'DW Steyn', 'A Mishra', 'B Kumar', 'I Sharma']"
729285,2014,Rajasthan Royals,"['AM Nayar', 'AM Rahane', 'SV Samson', 'SR Watson', 'STR Binny', 'BJ Hodge', 'R Bhatia', 'JP Faulkner', 'KW Richardson', 'DS Kulkarni', 'PV Tambe']"
1304094,2022,Gujarat Titans,"['WP Saha', 'Shubman Gill', 'B Sai Sudharsan', 'HH Pandya', 'DA Miller', 'R Tewatia', 'Rashid Khan', 'PJ Sangwan', 'LH Ferguson', 'AS Joseph', 'Mohammed Shami']"
1304094,2022,Punjab Kings,"['JM Bairstow', 'S Dhawan', 'PBB Rajapaksa', 'LS Livingstone', 'MA Agarwal', 'JM Sharma', 'R Dhawan', 'K Rabada', 'RD Chahar', 'Arshdeep Singh', 'Sandeep Sharma']"
1359542,2023,Lucknow Super Giants,"['Yash Thakur', 'KS Sharma', 'Q de Kock', 'PN Mankad', 'MP Stoinis', 'KH Pandya', 'A Badoni', 'N Pooran', 'K Gowtham', 'Ravi Bishnoi', 'Naveen-ul-Haq', 'Mohsin Khan']"
1359542,2023,Kolkata Knight Riders,"['Harshit Rana', 'JJ Roy', 'VR Iyer', 'N Rana', 'Rahmanullah Gurbaz', 'RK Singh', 'AD Russell', 'SN Thakur', 'SP Narine', 'VG Arora', 'CV Varun', 'Suyash Sharma']"
548321,2012,Delhi Daredevils,"['NV Ojha', 'V Sehwag', 'KP Pietersen', 'DPMD Jayawardene', 'LRPL Taylor', 'IK Pathan', 'Y Nagar', 'AB Agarkar', 'M Morkel', 'UT Yadav', 'S Nadeem']"
548321,2012,Deccan Chargers,"['KC Sangakkara', 'S Dhawan', 'PA Patel', 'DT Christian', 'JP Duminy', 'B Chipli', 'AA Jhunjhunwala', 'DW Steyn', 'A Mishra', 'Ankit Sharma', 'V Pratap Singh']"
598039,2013,Sunrisers Hyderabad,"['PA Reddy', 'S Dhawan', 'KC Sangakkara', 'GH Vihari', 'DJG Sammy', 'NLTC Perera', 'A Ashish Reddy', 'KV Sharma', 'A Mishra', 'DW Steyn', 'I Sharma']"
598039,2013,Mumbai Indians,"['DR Smith', 'SR Tendulkar', 'KD Karthik', 'RG Sharma', 'KA Pollard', 'AT Rayudu', 'Harbhajan Singh', 'MG Johnson', 'SL Malinga', 'DS Kulkarni', 'PP Ojha']"
392182,2009,Royal Challengers Bangalore,"['JD Ryder', 'RV Uthappa', 'LRPL Taylor', 'KP Pietersen', 'R Dravid', 'V Kohli', 'B Akhil', 'P Kumar', 'R Vinay Kumar', 'DW Steyn', 'A Kumble']"
392182,2009,Rajasthan Royals,"['GC Smith', 'SA Asnodkar', 'NK Patel', 'T Henderson', 'YK Pathan', 'AD Mascarenhas', 'RA Jadeja', 'SK Warne', 'M Rawat', 'MM Patel', 'Kamran Khan']"
419109,2009/10,Kolkata Knight Riders,"['BJ Hodge', 'MK Tiwary', 'SC Ganguly', 'CA Pujara', 'OA Shah', 'RS Gavaskar', 'AD Mathews', 'WP Saha', 'M Kartik', 'CK Langeveldt', 'I Sharma']"
419109,2009/10,Royal Challengers Bangalore,"['JH Kallis', 'SP Goswami', 'MK Pandey', 'V Kohli', 'EJG Morgan', 'R Dravid', 'RV Uthappa', 'RE van der Merwe', 'P Kumar', 'A Kumble', 'DW Steyn']"
